dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	source_method	pilot_score	pilot_score_percentile	spatial_null_p	label_null_p	fake_lr_null_p	null_support_mean	dataset_recurrence_n	dataset_recurrence_fraction	recurrence_support	annotation_quality	spatiallr_trust_score_pilot	confidence_tier_pilot	notes	method_support_count	stdlib_supported	commot_supported	method_consistency_support	commot_mean_score	spatiallr_trust_score_pilot_v2	confidence_tier_pilot_v2	notes_v2	tri_method_support_count	commot_supported_v3	liana_supported	external_method_support_count	external_method_support_fraction	liana_lr_means	liana_cellphone_pvals	spatiallr_trust_score_pilot_v3	confidence_tier_pilot_v3	notes_v3
GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	endothelial	SPP1	CD44	SPP1	stdlib_marker_lr_pilot	9.3866875	0.79190341	0.019607843	1	0.0099009901	0.65683039	9	0.5	1	0.5	0.73679588	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.58151767	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	1.1646965604738342	0.02	0.681518	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	stdlib_marker_lr_pilot	189.80254	0.93513258	1	0.032258065	0.0099009901	0.65261365	5	0.27777778	0.55555556	0.5	0.67444445	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	6.986226560282903e-06	0.73464868	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.153124557426678	0.0	0.734649	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	immune	SPP1	CD44	SPP1	stdlib_marker_lr_pilot	111.72603	0.91879735	1	0.19354839	0.0099009901	0.59885021	0	0	0	0.5	0.53318457	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	5.898209022944283e-06	0.62735969	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.2618638071147348	0.0	0.62736	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	stdlib_marker_lr_pilot	236.91467	0.94152462	0.019607843	0.032258065	0.10891089	0.94640773	15	0.83333333	1	0.5	0.91150879	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0005542073070810274	0.91979179	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.251545908332807	0.0	0.919792	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	endothelial	SPP1	CD44	SPP1	stdlib_marker_lr_pilot	9.9072913	0.79545455	1	1	0.069306931	0.31023102	1	0.055555556	0.11111111	0.5	0.38642864	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.1146967426609732e-05	0.51007726	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.9748356836990437	0.85	0.510077	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	tumor_like	SPP1	CD44	SPP1	stdlib_marker_lr_pilot	4.9714875	0.75260417	0.62745098	1	0.0099009901	0.45421601	4	0.22222222	0.44444444	0.5	0.51651773	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.7421701048849937e-05	0.6112437	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.6350003865173449	1.0	0.611244	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	immune	SPP1	CD44	SPP1	stdlib_marker_lr_pilot	2.7396815	0.70099432	0.019607843	1	0.0099009901	0.65683039	8	0.44444444	0.88888889	0.5	0.69639184	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	6.527348350387753e-05	0.75121464	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.7441435858633608	1.0	0.751215	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	stroma_fibroblast	SPP1	CD44	SPP1	stdlib_marker_lr_pilot	3.8115338	0.73058712	1	1	0.0099009901	0.330033	1	0.055555556	0.11111111	0.5	0.38335615	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.1685333427545933e-05	0.50826793	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.7332958569587913	1.0	0.508268	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	endothelial	SPP1	CD44	SPP1	stdlib_marker_lr_pilot	0.28635331	0.41974432	0.019607843	0.80645161	0.0099009901	0.72134652	8	0.44444444	0.88888889	0.5	0.6723999	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0005924777106684761	0.73483359	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.4591612474858676	1.0	0.734834	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	41.247301	0.87002841	0.019607843	1	0.12871287	0.61722643	15	0.83333333	1	0.5	0.7326189	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0002167590283321161	0.77739483	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.6816211359057299	1.0	0.777395	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	immune	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	12.388107	0.80800189	1	1	0.17821782	0.27392739	7	0.38888889	0.77777778	0.5	0.50411963	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	4.7608634739792425e-06	0.59743791	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.6760106678591421	1.0	0.597438	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	43.790195	0.87357955	1	1	0.1980198	0.26732673	3	0.16666667	0.33333333	0.5	0.42504594	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.2743621820372925e-06	0.53796762	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.782337130635567	1.0	0.537968	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	endothelial	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	2.7059285	0.69957386	0.62745098	1	0.24752475	0.37500809	2	0.11111111	0.22222222	0.5	0.42186326	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	8.27282137453486e-06	0.53827265	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.6206832436133861	1.0	0.538273	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	tumor_like	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	74.819729	0.89962121	1	0.096774194	0.0099009901	0.63110827	8	0.44444444	0.88888889	0.5	0.72325616	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.9428362769667436e-06	0.77071982	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.2010881488307203	0.0	0.77072	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	immune	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	39.878594	0.86766098	0.019607843	0.29032258	0.0099009901	0.89338953	14	0.77777778	1	0.5	0.87022696	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.001604959337235351	0.88750496	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.1961139232249558	0.0	0.887505	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	stroma_fibroblast	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	97.356021	0.91335227	1	0.032258065	0.0099009901	0.65261365	6	0.33333333	0.66666667	0.5	0.69231061	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.6110753717858115e-06	0.7480483	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.3019046270477306	0.0	0.748048	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	endothelial	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	5.6320125	0.76136364	0.019607843	1	0.0099009901	0.65683039	7	0.38888889	0.77777778	0.5	0.68624348	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.6855137725693164e-07	0.74360337	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.1415360792432294	0.0	0.743603	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	89.54624	0.90861742	1	0.032258065	0.13861386	0.60970936	3	0.16666667	0.33333333	0.5	0.60324483	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.4169280872931365e-06	0.68017636	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.0129062967835232	0.0	0.680176	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	32.96265	0.85866477	1	1	0.10891089	0.2970297	0	0	0	0.5	0.37024781	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	8.897949687539047e-07	0.4976116	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.007592660396997	0.0	0.497612	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	156.61857	0.92826705	0.019607843	0.032258065	0.18811881	0.92000509	15	0.83333333	1	0.5	0.89565596	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0003685803984751217	0.90724209	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.1138109571490238	0.0	0.907242	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	endothelial	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	5.9443748	0.7639678	1	1	0.2970297	0.23432343	1	0.055555556	0.11111111	0.5	0.3421775	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.27499121	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.9517198118087327	0.08	0.374991	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	tumor_like	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	2.3454798	0.68726326	0.58823529	1	0.0099009901	0.46728791	4	0.22222222	0.44444444	0.5	0.50998549	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	8.8879065947225e-06	0.60667132	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.49477033456610536	1.0	0.606671	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	immune	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	0.80829114	0.57149621	0.019607843	1	0.0099009901	0.65683039	8	0.44444444	0.88888889	0.5	0.67049221	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.1977724041129972e-05	0.73178992	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.48977762052964063	1.0	0.73179	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	stroma_fibroblast	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	2.5197131	0.69389205	1	1	0.0099009901	0.330033	1	0.055555556	0.11111111	0.5	0.37601713	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	8.904372144870442e-08	0.50276367	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.5955660422391987	1.0	0.502764	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	endothelial	SPP1	ITGAV	SPP1	stdlib_marker_lr_pilot	0.17181199	0.34801136	0.019607843	0.80645161	0.0099009901	0.72134652	6	0.33333333	0.66666667	0.5	0.61360887	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0007563828296326345	0.69074031	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.43598724781063036	1.0	0.69074	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	stdlib_marker_lr_pilot	352.889	0.95217803	0.019607843	1	0.0099009901	0.65683039	15	0.83333333	1	0.5	0.7688508	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0007831445621265852	0.80555886	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.9698823480073708	1.0	0.805559	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	immune	MIF	CD74	MIF	stdlib_marker_lr_pilot	920.51049	0.97159091	1	0.032258065	0.0099009901	0.65261365	11	0.61111111	1	0.5	0.77062501	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.6818150872995635e-05	0.8067841	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.595489287629577	0.0	0.806784	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	1084.0984	0.97537879	1	0.032258065	0.0099009901	0.65261365	9	0.5	1	0.5	0.77138258	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.5985997668876535e-05	0.80735228	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.587560827002559	0.0	0.807352	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	endothelial	MIF	CD74	MIF	stdlib_marker_lr_pilot	42.606473	0.87192235	0.62745098	1	0.0099009901	0.45421601	4	0.22222222	0.44444444	0.5	0.54038136	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.478531139827686e-07	0.62914142	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.8705807544965468	1.0	0.629141	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	tumor_like	MIF	CD74	MIF	stdlib_marker_lr_pilot	19.779497	0.8359375	1	1	0.0099009901	0.330033	4	0.22222222	0.44444444	0.5	0.47109289	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.278245305278711e-06	0.57407049	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.7132387028188582	1.0	0.57407	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	immune	MIF	CD74	MIF	stdlib_marker_lr_pilot	91.563028	0.91003788	0.019607843	0.96774194	0.0099009901	0.66758308	15	0.83333333	1	0.5	0.76579911	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0038379268726045452	0.80353891	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.3403450819621516	0.0	0.803539	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	74.475112	0.89914773	1	1	0.0099009901	0.330033	1	0.055555556	0.11111111	0.5	0.41706827	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.597693314146684e-06	0.53355203	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.3311080120027725	0.0	0.533552	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	endothelial	MIF	CD74	MIF	stdlib_marker_lr_pilot	2.740182	0.70123106	0.019607843	1	0.0099009901	0.65683039	11	0.61111111	1	0.5	0.71866141	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.4646790502062883e-05	0.76791681	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.6166159940084007	1.0	0.767917	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	tumor_like	MIF	CD74	MIF	stdlib_marker_lr_pilot	49.951873	0.8811553	1	1	0.0099009901	0.330033	3	0.16666667	0.33333333	0.5	0.45791423	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.846479463537086e-06	0.56418649	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.8007377304597383	1.0	0.564186	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	immune	MIF	CD74	MIF	stdlib_marker_lr_pilot	159.70104	0.9296875	1	1	0.0099009901	0.330033	2	0.11111111	0.22222222	0.5	0.44539845	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	5.156144440524262e-06	0.55479966	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.4273197866250418	0.0	0.5548	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	252.81155	0.94318182	0.019607843	1	0.0099009901	0.65683039	18	1	1	0.5	0.76705156	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0006243525987848178	0.80420943	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.418688963087478	0.0	0.804209	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	endothelial	MIF	CD74	MIF	stdlib_marker_lr_pilot	6.102774	0.76704545	1	1	0.0099009901	0.330033	3	0.16666667	0.33333333	0.5	0.43509226	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	4.950814122701924e-07	0.54707002	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.7027427160638297	1.0	0.54707	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	tumor_like	MIF	CD74	MIF	stdlib_marker_lr_pilot	3.1235959	0.71141098	0.62745098	1	0.0099009901	0.45421601	4	0.22222222	0.44444444	0.5	0.50827909	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.625923548058131e-06	0.60506472	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.5615985552551414	1.0	0.605065	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	immune	MIF	CD74	MIF	stdlib_marker_lr_pilot	9.3491507	0.79142992	0.019607843	1	0.0099009901	0.65683039	7	0.38888889	0.77777778	0.5	0.69225673	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	7.962626367041134e-05	0.74811331	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.1886596484656553	0.35	0.748113	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	9.7100947	0.79498106	1	1	0.0099009901	0.330033	2	0.11111111	0.22222222	0.5	0.41845716	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.33459369	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	1.179438504674341	0.31	0.434594	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	endothelial	endothelial	MIF	CD74	MIF	stdlib_marker_lr_pilot	0.42110781	0.47964015	0.019607843	0.80645161	0.0099009901	0.72134652	9	0.5	1	0.5	0.70660129	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0017771196679415612	0.76048463	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.4653469022244402	1.0	0.760485	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.2305346	0.39038826	0.019607843	1	0.87128713	0.36970168	15	0.83333333	1	0.5	0.51292849	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.1725475369465836e-05	0.60643891	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.11253932358108037	1.0	0.606439	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	immune	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.091926621	0.26231061	1	1	0.52475248	0.15841584	3	0.16666667	0.33333333	0.5	0.24833671	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.860580501116351e-06	0.40271293	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.11152530892720346	1.0	0.402713	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.44375128	0.48697917	1	0.032258065	0.43564356	0.51069946	2	0.11111111	0.22222222	0.5	0.44719001	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	8.873499159017125e-07	0.56065999	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.209716928301483	0.0	0.56066	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
